Epoch 1/50 | LR: 0.000005 | Train Acc: 0.1210 | Val F1: 0.0740 | Val Acc: 0.0871
Epoch 2/50 | LR: 0.000008 | Train Acc: 0.1422 | Val F1: 0.1024 | Val Acc: 0.1138
Epoch 3/50 | LR: 0.000013 | Train Acc: 0.1809 | Val F1: 0.1324 | Val Acc: 0.1473
Epoch 4/50 | LR: 0.000020 | Train Acc: 0.1984 | Val F1: 0.1547 | Val Acc: 0.1786
Epoch 5/50 | LR: 0.000028 | Train Acc: 0.2554 | Val F1: 0.1774 | Val Acc: 0.2054
Epoch 6/50 | LR: 0.000037 | Train Acc: 0.3046 | Val F1: 0.2358 | Val Acc: 0.2634
Epoch 7/50 | LR: 0.000047 | Train Acc: 0.3502 | Val F1: 0.2683 | Val Acc: 0.3036
Epoch 8/50 | LR: 0.000057 | Train Acc: 0.4047 | Val F1: 0.3128 | Val Acc: 0.3460
Epoch 9/50 | LR: 0.000067 | Train Acc: 0.4613 | Val F1: 0.3195 | Val Acc: 0.3549
Epoch 10/50 | LR: 0.000076 | Train Acc: 0.4634 | Val F1: 0.3360 | Val Acc: 0.3705
Epoch 11/50 | LR: 0.000084 | Train Acc: 0.5224 | Val F1: 0.3603 | Val Acc: 0.3951
Epoch 12/50 | LR: 0.000091 | Train Acc: 0.5357 | Val F1: 0.4124 | Val Acc: 0.4397
Epoch 13/50 | LR: 0.000096 | Train Acc: 0.5432 | Val F1: 0.4137 | Val Acc: 0.4509
Epoch 14/50 | LR: 0.000099 | Train Acc: 0.6054 | Val F1: 0.4890 | Val Acc: 0.5246
Epoch 15/50 | LR: 0.000100 | Train Acc: 0.6167 | Val F1: 0.5076 | Val Acc: 0.5424
Epoch 16/50 | LR: 0.000100 | Train Acc: 0.6334 | Val F1: 0.4954 | Val Acc: 0.5379
Epoch 17/50 | LR: 0.000099 | Train Acc: 0.6513 | Val F1: 0.5123 | Val Acc: 0.5625
Epoch 18/50 | LR: 0.000098 | Train Acc: 0.6951 | Val F1: 0.5005 | Val Acc: 0.5335
Epoch 19/50 | LR: 0.000097 | Train Acc: 0.6632 | Val F1: 0.5175 | Val Acc: 0.5424
Epoch 20/50 | LR: 0.000095 | Train Acc: 0.7204 | Val F1: 0.5502 | Val Acc: 0.6138
Epoch 21/50 | LR: 0.000093 | Train Acc: 0.7331 | Val F1: 0.5606 | Val Acc: 0.6027
Epoch 22/50 | LR: 0.000090 | Train Acc: 0.6764 | Val F1: 0.5694 | Val Acc: 0.6228
Epoch 23/50 | LR: 0.000088 | Train Acc: 0.7700 | Val F1: 0.5382 | Val Acc: 0.5893
Epoch 24/50 | LR: 0.000084 | Train Acc: 0.7673 | Val F1: 0.5813 | Val Acc: 0.6362
Epoch 25/50 | LR: 0.000081 | Train Acc: 0.7166 | Val F1: 0.5675 | Val Acc: 0.6205
Epoch 26/50 | LR: 0.000077 | Train Acc: 0.7267 | Val F1: 0.5744 | Val Acc: 0.6049
Epoch 27/50 | LR: 0.000074 | Train Acc: 0.7941 | Val F1: 0.6061 | Val Acc: 0.6540
Epoch 28/50 | LR: 0.000070 | Train Acc: 0.7793 | Val F1: 0.6009 | Val Acc: 0.6496
Epoch 29/50 | LR: 0.000065 | Train Acc: 0.7504 | Val F1: 0.6155 | Val Acc: 0.6696
Epoch 30/50 | LR: 0.000061 | Train Acc: 0.7638 | Val F1: 0.6187 | Val Acc: 0.6607
Epoch 31/50 | LR: 0.000057 | Train Acc: 0.7724 | Val F1: 0.6106 | Val Acc: 0.6518
Epoch 32/50 | LR: 0.000052 | Train Acc: 0.7845 | Val F1: 0.6065 | Val Acc: 0.6540
Epoch 33/50 | LR: 0.000048 | Train Acc: 0.7963 | Val F1: 0.6128 | Val Acc: 0.6629
Epoch 34/50 | LR: 0.000043 | Train Acc: 0.8166 | Val F1: 0.6275 | Val Acc: 0.6875
Epoch 35/50 | LR: 0.000039 | Train Acc: 0.7860 | Val F1: 0.6426 | Val Acc: 0.6987
Epoch 36/50 | LR: 0.000034 | Train Acc: 0.8007 | Val F1: 0.6207 | Val Acc: 0.6808
Epoch 37/50 | LR: 0.000030 | Train Acc: 0.8008 | Val F1: 0.6295 | Val Acc: 0.6920
Epoch 38/50 | LR: 0.000026 | Train Acc: 0.7730 | Val F1: 0.6273 | Val Acc: 0.6830
Epoch 39/50 | LR: 0.000022 | Train Acc: 0.8236 | Val F1: 0.6293 | Val Acc: 0.6920
Epoch 40/50 | LR: 0.000019 | Train Acc: 0.8454 | Val F1: 0.6385 | Val Acc: 0.7031
Epoch 41/50 | LR: 0.000015 | Train Acc: 0.8196 | Val F1: 0.6326 | Val Acc: 0.6920
Epoch 42/50 | LR: 0.000012 | Train Acc: 0.8402 | Val F1: 0.6397 | Val Acc: 0.7009
Epoch 43/50 | LR: 0.000010 | Train Acc: 0.8351 | Val F1: 0.6208 | Val Acc: 0.6853
Epoch 44/50 | LR: 0.000007 | Train Acc: 0.8002 | Val F1: 0.6296 | Val Acc: 0.6920
Epoch 45/50 | LR: 0.000005 | Train Acc: 0.8227 | Val F1: 0.6335 | Val Acc: 0.6897
