epoch,lr,train_loss,train_acc,val_loss,val_acc,val_f1,val_recall,actinic keratosis_F1,basal cell carcinoma_F1,dermatofibroma_F1,melanoma_F1,nevus_F1,pigmented benign keratosis_F1,seborrheic keratosis_F1,squamous cell carcinoma_F1,vascular lesion_F1
1,1.3609726994804171e-06,2.9076582321098874,0.12705299276354168,2.7201075894492015,0.19196428571428573,0.09441342024462229,0.15922391067699992,0.12307692307692308,0.025974025974025976,0.11764705882352941,0.4115942028985507,0.0,0.0,0.0,0.0,0.17142857142857143
2,1.8402918798691607e-06,2.613455230636256,0.1450119711512178,2.451860240527562,0.23214285714285715,0.12834486570976533,0.22218269102708463,0.19540229885057472,0.02631578947368421,0.15789473684210525,0.4597014925373134,0.0,0.0,0.0,0.0,0.3157894736842105
3,2.6272412491690255e-06,2.3917945559535707,0.21767111925490404,2.2257297975676402,0.265625,0.1937411468209268,0.29327347415435795,0.20512820512820512,0.02631578947368421,0.21621621621621623,0.5393258426966292,0.0,0.041237113402061855,0.0,0.04878048780487805,0.6666666666666666
4,3.704226729000758e-06,2.0883216304438457,0.3072787645740392,1.819620737007686,0.31919642857142855,0.2347928155471951,0.36850739589279485,0.23232323232323232,0.10126582278481013,0.28,0.5954198473282443,0.0,0.0594059405940594,0.0,0.13043478260869565,0.7142857142857143
5,5.047169811032451e-06,1.7745904858623232,0.4080017640695833,1.7011808582714625,0.41964285714285715,0.38320144244242704,0.46810434917561694,0.28169014084507044,0.43137254901960786,0.46511627906976744,0.6428571428571429,0.0547945205479452,0.3916083916083916,0.14285714285714285,0.30612244897959184,0.7323943661971831
6,6.626045887880332e-06,1.5788973420858383,0.4807756427677566,1.4751614672797067,0.4732142857142857,0.43204305468753545,0.5066033429822062,0.3225806451612903,0.5470085470085471,0.52,0.6066350710900474,0.175,0.5194805194805194,0.17647058823529413,0.23333333333333334,0.7878787878787878
7,8.405555522845052e-06,1.4192962758243084,0.5265797755360138,1.4029892150844847,0.5245535714285714,0.48245820945090084,0.5474414529059044,0.32558139534883723,0.6379310344827587,0.6530612244897959,0.6540284360189573,0.21951219512195122,0.5897435897435898,0.08,0.2857142857142857,0.896551724137931
8,1.0345913650691666e-05,1.4281759336590767,0.5582846162839684,1.3078592994383402,0.5401785714285714,0.5178110253286143,0.5421546124655834,0.3611111111111111,0.6917293233082706,0.7272727272727273,0.5853658536585366,0.26506024096385544,0.6538461538461539,0.11320754716981132,0.39603960396039606,0.8666666666666667
9,1.2403739065059301e-05,1.252245297123279,0.6230033712637352,1.301687519465174,0.5625,0.5369253036039593,0.5683956449786367,0.4523809523809524,0.8055555555555556,0.625,0.5056179775280899,0.2857142857142857,0.7100591715976331,0.09836065573770492,0.4186046511627907,0.9310344827586207
10,1.4533024305946546e-05,1.1890962586871214,0.6357228948975462,1.2468916603497096,0.5625,0.5368720275700434,0.5695596973104701,0.4375,0.8142857142857143,0.6875,0.5,0.3595505617977528,0.7151515151515152,0.07547169811320754,0.35714285714285715,0.8852459016393442
11,1.6686164263188205e-05,1.2163980270602874,0.6400041530945659,1.0810382174594062,0.6071428571428571,0.5398219798182333,0.5788754225903798,0.42696629213483145,0.8343558282208589,0.75,0.6491228070175439,0.20253164556962025,0.6666666666666666,0.0,0.4358974358974359,0.8928571428571429
12,1.8815020499107012e-05,1.1476663840668542,0.642681936123463,1.0621585633073534,0.6830357142857143,0.5980068228052265,0.648500151722276,0.46511627906976744,0.8484848484848485,0.7804878048780488,0.7403846153846154,0.38202247191011235,0.757396449704142,0.0,0.45901639344262296,0.9491525423728814
13,2.0871997494938852e-05,1.060332182528717,0.6969579396335723,1.3644933551549911,0.546875,0.5481348418178827,0.5804664467271472,0.32061068702290074,0.6428571428571429,0.717948717948718,0.5780346820809249,0.5252525252525253,0.6709677419354839,0.12244897959183673,0.40963855421686746,0.9454545454545454
14,2.2811106759046487e-05,1.18888142252607,0.6552252527856747,1.4024442732334137,0.546875,0.5588776970908771,0.6075660912732475,0.3783783783783784,0.7941176470588235,0.7333333333333333,0.38095238095238093,0.46938775510204084,0.7012987012987013,0.21052631578947367,0.42857142857142855,0.9333333333333333
15,2.458899500631451e-05,1.147018381527492,0.6917178046430442,1.0826368927955627,0.6830357142857143,0.6240476792271918,0.6501678812167562,0.45652173913043476,0.8961038961038961,0.7878787878787878,0.6736842105263158,0.5192307692307693,0.7831325301204819,0.0,0.5507246376811594,0.9491525423728814
16,2.616591342139053e-05,1.0496870335191488,0.7085264430639798,1.159360591854368,0.6361607142857143,0.5900663117361604,0.6430787322778447,0.41237113402061853,0.855072463768116,0.7450980392156863,0.6486486486486487,0.5252525252525253,0.7189542483660131,0.0,0.4578313253012048,0.9473684210526315
