Epoch 1/70 | LR: 0.000001 | Train Acc: 0.1271 | Val F1: 0.0944 | Val Acc: 0.1920
Epoch 2/70 | LR: 0.000002 | Train Acc: 0.1450 | Val F1: 0.1283 | Val Acc: 0.2321
Epoch 3/70 | LR: 0.000003 | Train Acc: 0.2177 | Val F1: 0.1937 | Val Acc: 0.2656
Epoch 4/70 | LR: 0.000004 | Train Acc: 0.3073 | Val F1: 0.2348 | Val Acc: 0.3192
Epoch 5/70 | LR: 0.000005 | Train Acc: 0.4080 | Val F1: 0.3832 | Val Acc: 0.4196
Epoch 6/70 | LR: 0.000007 | Train Acc: 0.4808 | Val F1: 0.4320 | Val Acc: 0.4732
Epoch 7/70 | LR: 0.000008 | Train Acc: 0.5266 | Val F1: 0.4825 | Val Acc: 0.5246
Epoch 8/70 | LR: 0.000010 | Train Acc: 0.5583 | Val F1: 0.5178 | Val Acc: 0.5402
Epoch 9/70 | LR: 0.000012 | Train Acc: 0.6230 | Val F1: 0.5369 | Val Acc: 0.5625
Epoch 10/70 | LR: 0.000015 | Train Acc: 0.6357 | Val F1: 0.5369 | Val Acc: 0.5625
Epoch 11/70 | LR: 0.000017 | Train Acc: 0.6400 | Val F1: 0.5398 | Val Acc: 0.6071
Epoch 12/70 | LR: 0.000019 | Train Acc: 0.6427 | Val F1: 0.5980 | Val Acc: 0.6830
Epoch 13/70 | LR: 0.000021 | Train Acc: 0.6970 | Val F1: 0.5481 | Val Acc: 0.5469
Epoch 14/70 | LR: 0.000023 | Train Acc: 0.6552 | Val F1: 0.5589 | Val Acc: 0.5469
Epoch 15/70 | LR: 0.000025 | Train Acc: 0.6917 | Val F1: 0.6240 | Val Acc: 0.6830
Epoch 16/70 | LR: 0.000026 | Train Acc: 0.7085 | Val F1: 0.5901 | Val Acc: 0.6362
Epoch 17/70 | LR: 0.000028 | Train Acc: 0.7440 | Val F1: 0.5762 | Val Acc: 0.5737
Epoch 18/70 | LR: 0.000029 | Train Acc: 0.7309 | Val F1: 0.6436 | Val Acc: 0.6763
Epoch 19/70 | LR: 0.000029 | Train Acc: 0.7165 | Val F1: 0.6292 | Val Acc: 0.6830
Epoch 20/70 | LR: 0.000030 | Train Acc: 0.7213 | Val F1: 0.6847 | Val Acc: 0.7344
Epoch 21/70 | LR: 0.000030 | Train Acc: 0.7873 | Val F1: 0.6221 | Val Acc: 0.6562
Epoch 22/70 | LR: 0.000030 | Train Acc: 0.7853 | Val F1: 0.6620 | Val Acc: 0.7210
Epoch 23/70 | LR: 0.000030 | Train Acc: 0.8280 | Val F1: 0.6302 | Val Acc: 0.6406
Epoch 24/70 | LR: 0.000030 | Train Acc: 0.7984 | Val F1: 0.6484 | Val Acc: 0.6853
Epoch 25/70 | LR: 0.000030 | Train Acc: 0.8156 | Val F1: 0.6068 | Val Acc: 0.6339
Epoch 26/70 | LR: 0.000029 | Train Acc: 0.8059 | Val F1: 0.6287 | Val Acc: 0.6607
Epoch 27/70 | LR: 0.000029 | Train Acc: 0.8118 | Val F1: 0.6342 | Val Acc: 0.6987
Epoch 28/70 | LR: 0.000029 | Train Acc: 0.8315 | Val F1: 0.6717 | Val Acc: 0.7277
Epoch 29/70 | LR: 0.000028 | Train Acc: 0.8245 | Val F1: 0.6951 | Val Acc: 0.7366
Epoch 30/70 | LR: 0.000028 | Train Acc: 0.8182 | Val F1: 0.6726 | Val Acc: 0.7009
Epoch 31/70 | LR: 0.000027 | Train Acc: 0.8487 | Val F1: 0.6748 | Val Acc: 0.7165
Epoch 32/70 | LR: 0.000026 | Train Acc: 0.8485 | Val F1: 0.6303 | Val Acc: 0.6808
Epoch 33/70 | LR: 0.000026 | Train Acc: 0.8358 | Val F1: 0.6723 | Val Acc: 0.7121
Epoch 34/70 | LR: 0.000025 | Train Acc: 0.8632 | Val F1: 0.6608 | Val Acc: 0.7098
Epoch 35/70 | LR: 0.000024 | Train Acc: 0.8461 | Val F1: 0.6781 | Val Acc: 0.7232
Epoch 36/70 | LR: 0.000024 | Train Acc: 0.8614 | Val F1: 0.6878 | Val Acc: 0.7344
Epoch 37/70 | LR: 0.000023 | Train Acc: 0.8527 | Val F1: 0.6887 | Val Acc: 0.7277
Epoch 38/70 | LR: 0.000022 | Train Acc: 0.8715 | Val F1: 0.7048 | Val Acc: 0.7411
Epoch 39/70 | LR: 0.000021 | Train Acc: 0.8488 | Val F1: 0.7005 | Val Acc: 0.7344
Epoch 40/70 | LR: 0.000020 | Train Acc: 0.8364 | Val F1: 0.6983 | Val Acc: 0.7388
Epoch 41/70 | LR: 0.000019 | Train Acc: 0.8515 | Val F1: 0.6934 | Val Acc: 0.7433
Epoch 42/70 | LR: 0.000018 | Train Acc: 0.8542 | Val F1: 0.6860 | Val Acc: 0.7188
Epoch 43/70 | LR: 0.000017 | Train Acc: 0.8405 | Val F1: 0.6713 | Val Acc: 0.7188
Epoch 44/70 | LR: 0.000016 | Train Acc: 0.8375 | Val F1: 0.7018 | Val Acc: 0.7455
Epoch 45/70 | LR: 0.000015 | Train Acc: 0.8570 | Val F1: 0.6998 | Val Acc: 0.7478
Epoch 46/70 | LR: 0.000015 | Train Acc: 0.8513 | Val F1: 0.6976 | Val Acc: 0.7433
Epoch 47/70 | LR: 0.000014 | Train Acc: 0.8753 | Val F1: 0.6889 | Val Acc: 0.7455
Epoch 48/70 | LR: 0.000013 | Train Acc: 0.8699 | Val F1: 0.6742 | Val Acc: 0.7076
Epoch 49/70 | LR: 0.000012 | Train Acc: 0.9026 | Val F1: 0.6845 | Val Acc: 0.7254
Epoch 50/70 | LR: 0.000011 | Train Acc: 0.8470 | Val F1: 0.6890 | Val Acc: 0.7366
Epoch 51/70 | LR: 0.000010 | Train Acc: 0.8752 | Val F1: 0.6896 | Val Acc: 0.7299
Epoch 52/70 | LR: 0.000009 | Train Acc: 0.8723 | Val F1: 0.6923 | Val Acc: 0.7344
Epoch 53/70 | LR: 0.000008 | Train Acc: 0.8868 | Val F1: 0.6793 | Val Acc: 0.7188
Epoch 54/70 | LR: 0.000007 | Train Acc: 0.8522 | Val F1: 0.6999 | Val Acc: 0.7388
Epoch 55/70 | LR: 0.000006 | Train Acc: 0.8462 | Val F1: 0.6845 | Val Acc: 0.7277
Epoch 56/70 | LR: 0.000006 | Train Acc: 0.8759 | Val F1: 0.6870 | Val Acc: 0.7277
Epoch 57/70 | LR: 0.000005 | Train Acc: 0.8901 | Val F1: 0.6945 | Val Acc: 0.7344
Epoch 58/70 | LR: 0.000004 | Train Acc: 0.8833 | Val F1: 0.6949 | Val Acc: 0.7321
