Epoch 1/60 | LR: 0.000005 | Train Acc: 0.1168 | Val F1: 0.1299 | Val Acc: 0.1496
Epoch 2/60 | LR: 0.000007 | Train Acc: 0.1189 | Val F1: 0.1442 | Val Acc: 0.1719
Epoch 3/60 | LR: 0.000010 | Train Acc: 0.1494 | Val F1: 0.1676 | Val Acc: 0.1964
Epoch 4/60 | LR: 0.000015 | Train Acc: 0.2000 | Val F1: 0.2056 | Val Acc: 0.2321
Epoch 5/60 | LR: 0.000021 | Train Acc: 0.2536 | Val F1: 0.2267 | Val Acc: 0.2522
Epoch 6/60 | LR: 0.000028 | Train Acc: 0.3024 | Val F1: 0.2469 | Val Acc: 0.2656
Epoch 7/60 | LR: 0.000036 | Train Acc: 0.3473 | Val F1: 0.2819 | Val Acc: 0.3058
Epoch 8/60 | LR: 0.000044 | Train Acc: 0.3963 | Val F1: 0.3130 | Val Acc: 0.3348
Epoch 9/60 | LR: 0.000052 | Train Acc: 0.4139 | Val F1: 0.3357 | Val Acc: 0.3661
Epoch 10/60 | LR: 0.000060 | Train Acc: 0.4540 | Val F1: 0.3383 | Val Acc: 0.3705
Epoch 11/60 | LR: 0.000069 | Train Acc: 0.4851 | Val F1: 0.3666 | Val Acc: 0.4152
Epoch 12/60 | LR: 0.000076 | Train Acc: 0.5225 | Val F1: 0.3717 | Val Acc: 0.3906
Epoch 13/60 | LR: 0.000083 | Train Acc: 0.5321 | Val F1: 0.4326 | Val Acc: 0.4576
Epoch 14/60 | LR: 0.000089 | Train Acc: 0.5748 | Val F1: 0.4038 | Val Acc: 0.4442
Epoch 15/60 | LR: 0.000094 | Train Acc: 0.6300 | Val F1: 0.4362 | Val Acc: 0.4866
Epoch 16/60 | LR: 0.000097 | Train Acc: 0.6596 | Val F1: 0.4355 | Val Acc: 0.4799
Epoch 17/60 | LR: 0.000099 | Train Acc: 0.6602 | Val F1: 0.4829 | Val Acc: 0.5290
Epoch 18/60 | LR: 0.000100 | Train Acc: 0.6802 | Val F1: 0.5012 | Val Acc: 0.5469
Epoch 19/60 | LR: 0.000100 | Train Acc: 0.6690 | Val F1: 0.5036 | Val Acc: 0.5402
Epoch 20/60 | LR: 0.000099 | Train Acc: 0.6760 | Val F1: 0.5050 | Val Acc: 0.5379
Epoch 21/60 | LR: 0.000099 | Train Acc: 0.7293 | Val F1: 0.5314 | Val Acc: 0.5915
Epoch 22/60 | LR: 0.000098 | Train Acc: 0.7142 | Val F1: 0.5283 | Val Acc: 0.5781
Epoch 23/60 | LR: 0.000097 | Train Acc: 0.6956 | Val F1: 0.5292 | Val Acc: 0.5893
Epoch 24/60 | LR: 0.000095 | Train Acc: 0.7341 | Val F1: 0.5340 | Val Acc: 0.5982
Epoch 25/60 | LR: 0.000093 | Train Acc: 0.7589 | Val F1: 0.5505 | Val Acc: 0.6205
Epoch 26/60 | LR: 0.000091 | Train Acc: 0.7454 | Val F1: 0.5305 | Val Acc: 0.6138
Epoch 27/60 | LR: 0.000089 | Train Acc: 0.7341 | Val F1: 0.5315 | Val Acc: 0.6027
Epoch 28/60 | LR: 0.000087 | Train Acc: 0.7322 | Val F1: 0.5335 | Val Acc: 0.5848
Epoch 29/60 | LR: 0.000084 | Train Acc: 0.7791 | Val F1: 0.5677 | Val Acc: 0.6295
Epoch 30/60 | LR: 0.000081 | Train Acc: 0.7560 | Val F1: 0.5512 | Val Acc: 0.6161
Epoch 31/60 | LR: 0.000078 | Train Acc: 0.7850 | Val F1: 0.5515 | Val Acc: 0.6027
Epoch 32/60 | LR: 0.000075 | Train Acc: 0.7630 | Val F1: 0.5556 | Val Acc: 0.6116
Epoch 33/60 | LR: 0.000072 | Train Acc: 0.8093 | Val F1: 0.5761 | Val Acc: 0.6272
Epoch 34/60 | LR: 0.000068 | Train Acc: 0.7649 | Val F1: 0.5815 | Val Acc: 0.6228
Epoch 35/60 | LR: 0.000065 | Train Acc: 0.7937 | Val F1: 0.5919 | Val Acc: 0.6540
Epoch 36/60 | LR: 0.000061 | Train Acc: 0.7872 | Val F1: 0.5531 | Val Acc: 0.6116
Epoch 37/60 | LR: 0.000057 | Train Acc: 0.8062 | Val F1: 0.5950 | Val Acc: 0.6540
Epoch 38/60 | LR: 0.000054 | Train Acc: 0.8691 | Val F1: 0.6000 | Val Acc: 0.6540
Epoch 39/60 | LR: 0.000050 | Train Acc: 0.8194 | Val F1: 0.5892 | Val Acc: 0.6384
Epoch 40/60 | LR: 0.000046 | Train Acc: 0.8055 | Val F1: 0.5889 | Val Acc: 0.6540
Epoch 41/60 | LR: 0.000042 | Train Acc: 0.8239 | Val F1: 0.5781 | Val Acc: 0.6496
Epoch 42/60 | LR: 0.000039 | Train Acc: 0.8643 | Val F1: 0.5898 | Val Acc: 0.6607
Epoch 43/60 | LR: 0.000035 | Train Acc: 0.8416 | Val F1: 0.5799 | Val Acc: 0.6473
Epoch 44/60 | LR: 0.000032 | Train Acc: 0.8472 | Val F1: 0.5844 | Val Acc: 0.6562
Epoch 45/60 | LR: 0.000028 | Train Acc: 0.8436 | Val F1: 0.5838 | Val Acc: 0.6518
Epoch 46/60 | LR: 0.000025 | Train Acc: 0.8276 | Val F1: 0.5774 | Val Acc: 0.6384
Epoch 47/60 | LR: 0.000022 | Train Acc: 0.8388 | Val F1: 0.5906 | Val Acc: 0.6629
Epoch 48/60 | LR: 0.000019 | Train Acc: 0.8535 | Val F1: 0.5971 | Val Acc: 0.6629
Epoch 49/60 | LR: 0.000016 | Train Acc: 0.8235 | Val F1: 0.5679 | Val Acc: 0.6250
Epoch 50/60 | LR: 0.000013 | Train Acc: 0.8006 | Val F1: 0.5761 | Val Acc: 0.6339
