Epoch 1/70 | LR: 0.000005 | Train Acc: 0.1337 | Val F1: 0.0584 | Val Acc: 0.0826
Epoch 2/70 | LR: 0.000006 | Train Acc: 0.1353 | Val F1: 0.0709 | Val Acc: 0.0960
Epoch 3/70 | LR: 0.000009 | Train Acc: 0.1571 | Val F1: 0.0809 | Val Acc: 0.1049
Epoch 4/70 | LR: 0.000012 | Train Acc: 0.1920 | Val F1: 0.1138 | Val Acc: 0.1384
Epoch 5/70 | LR: 0.000017 | Train Acc: 0.2356 | Val F1: 0.1348 | Val Acc: 0.1540
Epoch 6/70 | LR: 0.000022 | Train Acc: 0.2600 | Val F1: 0.1863 | Val Acc: 0.1897
Epoch 7/70 | LR: 0.000028 | Train Acc: 0.3264 | Val F1: 0.2102 | Val Acc: 0.2321
Epoch 8/70 | LR: 0.000035 | Train Acc: 0.3741 | Val F1: 0.2532 | Val Acc: 0.2701
Epoch 9/70 | LR: 0.000041 | Train Acc: 0.4017 | Val F1: 0.2837 | Val Acc: 0.3080
Epoch 10/70 | LR: 0.000048 | Train Acc: 0.4532 | Val F1: 0.3142 | Val Acc: 0.3304
Epoch 11/70 | LR: 0.000056 | Train Acc: 0.4865 | Val F1: 0.3615 | Val Acc: 0.3772
Epoch 12/70 | LR: 0.000063 | Train Acc: 0.5400 | Val F1: 0.4231 | Val Acc: 0.4330
Epoch 13/70 | LR: 0.000070 | Train Acc: 0.5525 | Val F1: 0.4440 | Val Acc: 0.4531
Epoch 14/70 | LR: 0.000076 | Train Acc: 0.5973 | Val F1: 0.4384 | Val Acc: 0.4509
Epoch 15/70 | LR: 0.000082 | Train Acc: 0.6338 | Val F1: 0.4770 | Val Acc: 0.5246
Epoch 16/70 | LR: 0.000087 | Train Acc: 0.6962 | Val F1: 0.4754 | Val Acc: 0.5022
Epoch 17/70 | LR: 0.000092 | Train Acc: 0.6816 | Val F1: 0.4889 | Val Acc: 0.4978
Epoch 18/70 | LR: 0.000095 | Train Acc: 0.7041 | Val F1: 0.5044 | Val Acc: 0.5357
Epoch 19/70 | LR: 0.000098 | Train Acc: 0.6822 | Val F1: 0.4921 | Val Acc: 0.5067
Epoch 20/70 | LR: 0.000099 | Train Acc: 0.7376 | Val F1: 0.5303 | Val Acc: 0.5737
Epoch 21/70 | LR: 0.000100 | Train Acc: 0.7710 | Val F1: 0.5261 | Val Acc: 0.5714
Epoch 22/70 | LR: 0.000100 | Train Acc: 0.7681 | Val F1: 0.5342 | Val Acc: 0.5982
Epoch 23/70 | LR: 0.000100 | Train Acc: 0.7182 | Val F1: 0.5289 | Val Acc: 0.5781
Epoch 24/70 | LR: 0.000099 | Train Acc: 0.7547 | Val F1: 0.5576 | Val Acc: 0.5960
Epoch 25/70 | LR: 0.000098 | Train Acc: 0.7889 | Val F1: 0.5852 | Val Acc: 0.6272
