Epoch 1/50 | LR: 0.000005 | Train Acc: 0.1224 | Val F1: 0.0072 | Val Acc: 0.0335
Epoch 2/50 | LR: 0.000008 | Train Acc: 0.1165 | Val F1: 0.0555 | Val Acc: 0.1674
Epoch 3/50 | LR: 0.000013 | Train Acc: 0.1441 | Val F1: 0.0601 | Val Acc: 0.1339
Epoch 4/50 | LR: 0.000020 | Train Acc: 0.1614 | Val F1: 0.0704 | Val Acc: 0.2121
Epoch 5/50 | LR: 0.000028 | Train Acc: 0.1766 | Val F1: 0.0531 | Val Acc: 0.0893
Epoch 6/50 | LR: 0.000037 | Train Acc: 0.2279 | Val F1: 0.1053 | Val Acc: 0.1496
Epoch 7/50 | LR: 0.000047 | Train Acc: 0.2718 | Val F1: 0.1446 | Val Acc: 0.1652
Epoch 8/50 | LR: 0.000057 | Train Acc: 0.3664 | Val F1: 0.1792 | Val Acc: 0.2812
Epoch 9/50 | LR: 0.000067 | Train Acc: 0.3915 | Val F1: 0.3293 | Val Acc: 0.3705
Epoch 10/50 | LR: 0.000076 | Train Acc: 0.4076 | Val F1: 0.3969 | Val Acc: 0.4107
Epoch 11/50 | LR: 0.000084 | Train Acc: 0.4789 | Val F1: 0.4055 | Val Acc: 0.4129
Epoch 12/50 | LR: 0.000091 | Train Acc: 0.4960 | Val F1: 0.4420 | Val Acc: 0.4464
Epoch 13/50 | LR: 0.000096 | Train Acc: 0.5149 | Val F1: 0.5205 | Val Acc: 0.5960
Epoch 14/50 | LR: 0.000099 | Train Acc: 0.5923 | Val F1: 0.5668 | Val Acc: 0.6496
Epoch 15/50 | LR: 0.000100 | Train Acc: 0.6127 | Val F1: 0.5443 | Val Acc: 0.6004
Epoch 16/50 | LR: 0.000100 | Train Acc: 0.6187 | Val F1: 0.5392 | Val Acc: 0.5625
Epoch 17/50 | LR: 0.000099 | Train Acc: 0.6395 | Val F1: 0.5937 | Val Acc: 0.6161
Epoch 18/50 | LR: 0.000098 | Train Acc: 0.7050 | Val F1: 0.5825 | Val Acc: 0.5915
Epoch 19/50 | LR: 0.000097 | Train Acc: 0.7043 | Val F1: 0.5802 | Val Acc: 0.6362
Epoch 20/50 | LR: 0.000095 | Train Acc: 0.7359 | Val F1: 0.5739 | Val Acc: 0.6384
Epoch 21/50 | LR: 0.000093 | Train Acc: 0.7169 | Val F1: 0.5629 | Val Acc: 0.5804
Epoch 22/50 | LR: 0.000090 | Train Acc: 0.7157 | Val F1: 0.5922 | Val Acc: 0.6138
Epoch 23/50 | LR: 0.000088 | Train Acc: 0.7546 | Val F1: 0.5712 | Val Acc: 0.6049
Epoch 24/50 | LR: 0.000084 | Train Acc: 0.7685 | Val F1: 0.6051 | Val Acc: 0.6719
Epoch 25/50 | LR: 0.000081 | Train Acc: 0.7912 | Val F1: 0.6073 | Val Acc: 0.6562
Epoch 26/50 | LR: 0.000077 | Train Acc: 0.7506 | Val F1: 0.5976 | Val Acc: 0.6719
Epoch 27/50 | LR: 0.000074 | Train Acc: 0.7743 | Val F1: 0.6273 | Val Acc: 0.6942
Epoch 28/50 | LR: 0.000070 | Train Acc: 0.7470 | Val F1: 0.6052 | Val Acc: 0.6518
Epoch 29/50 | LR: 0.000065 | Train Acc: 0.7743 | Val F1: 0.6185 | Val Acc: 0.6674
Epoch 30/50 | LR: 0.000061 | Train Acc: 0.8026 | Val F1: 0.6193 | Val Acc: 0.6696
Epoch 31/50 | LR: 0.000057 | Train Acc: 0.8209 | Val F1: 0.6199 | Val Acc: 0.6652
Epoch 32/50 | LR: 0.000052 | Train Acc: 0.8353 | Val F1: 0.6311 | Val Acc: 0.6875
Epoch 33/50 | LR: 0.000048 | Train Acc: 0.8364 | Val F1: 0.6231 | Val Acc: 0.6875
Epoch 34/50 | LR: 0.000043 | Train Acc: 0.8349 | Val F1: 0.6360 | Val Acc: 0.6875
Epoch 35/50 | LR: 0.000039 | Train Acc: 0.8194 | Val F1: 0.6299 | Val Acc: 0.6897
Epoch 36/50 | LR: 0.000034 | Train Acc: 0.8119 | Val F1: 0.6327 | Val Acc: 0.6987
Epoch 37/50 | LR: 0.000030 | Train Acc: 0.8253 | Val F1: 0.6228 | Val Acc: 0.6853
Epoch 38/50 | LR: 0.000026 | Train Acc: 0.8109 | Val F1: 0.6502 | Val Acc: 0.7121
Epoch 39/50 | LR: 0.000022 | Train Acc: 0.8071 | Val F1: 0.6360 | Val Acc: 0.6920
Epoch 40/50 | LR: 0.000019 | Train Acc: 0.8287 | Val F1: 0.6184 | Val Acc: 0.6763
Epoch 41/50 | LR: 0.000015 | Train Acc: 0.8391 | Val F1: 0.6459 | Val Acc: 0.7098
Epoch 42/50 | LR: 0.000012 | Train Acc: 0.8556 | Val F1: 0.6405 | Val Acc: 0.7076
Epoch 43/50 | LR: 0.000010 | Train Acc: 0.8017 | Val F1: 0.6311 | Val Acc: 0.6942
Epoch 44/50 | LR: 0.000007 | Train Acc: 0.8720 | Val F1: 0.6413 | Val Acc: 0.7054
Epoch 45/50 | LR: 0.000005 | Train Acc: 0.8659 | Val F1: 0.6468 | Val Acc: 0.7121
Epoch 46/50 | LR: 0.000003 | Train Acc: 0.8670 | Val F1: 0.6401 | Val Acc: 0.7054
Epoch 47/50 | LR: 0.000002 | Train Acc: 0.8644 | Val F1: 0.6440 | Val Acc: 0.7121
Epoch 48/50 | LR: 0.000001 | Train Acc: 0.8102 | Val F1: 0.6374 | Val Acc: 0.6987
Epoch 49/50 | LR: 0.000000 | Train Acc: 0.8451 | Val F1: 0.6529 | Val Acc: 0.7143
Epoch 50/50 | LR: 0.000000 | Train Acc: 0.8622 | Val F1: 0.6420 | Val Acc: 0.7009
