Epoch 1/70 | LR: 0.000005 | Train Acc: 0.1339 | Val F1: 0.0695 | Val Acc: 0.2165
Epoch 2/70 | LR: 0.000006 | Train Acc: 0.2051 | Val F1: 0.2401 | Val Acc: 0.3013
Epoch 3/70 | LR: 0.000009 | Train Acc: 0.3619 | Val F1: 0.3072 | Val Acc: 0.3438
Epoch 4/70 | LR: 0.000012 | Train Acc: 0.4427 | Val F1: 0.3694 | Val Acc: 0.3951
Epoch 5/70 | LR: 0.000017 | Train Acc: 0.4806 | Val F1: 0.3706 | Val Acc: 0.3839
Epoch 6/70 | LR: 0.000022 | Train Acc: 0.5313 | Val F1: 0.4605 | Val Acc: 0.4888
Epoch 7/70 | LR: 0.000028 | Train Acc: 0.5541 | Val F1: 0.4542 | Val Acc: 0.4621
Epoch 8/70 | LR: 0.000034 | Train Acc: 0.5564 | Val F1: 0.5699 | Val Acc: 0.6295
Epoch 9/70 | LR: 0.000041 | Train Acc: 0.6345 | Val F1: 0.5653 | Val Acc: 0.5692
Epoch 10/70 | LR: 0.000048 | Train Acc: 0.6156 | Val F1: 0.6031 | Val Acc: 0.6607
Epoch 11/70 | LR: 0.000056 | Train Acc: 0.6316 | Val F1: 0.5716 | Val Acc: 0.5647
Epoch 12/70 | LR: 0.000063 | Train Acc: 0.6677 | Val F1: 0.5707 | Val Acc: 0.5826
Epoch 13/70 | LR: 0.000070 | Train Acc: 0.6391 | Val F1: 0.6109 | Val Acc: 0.6362
Epoch 14/70 | LR: 0.000076 | Train Acc: 0.6830 | Val F1: 0.6088 | Val Acc: 0.6362
Epoch 15/70 | LR: 0.000082 | Train Acc: 0.6686 | Val F1: 0.5404 | Val Acc: 0.5804
Epoch 16/70 | LR: 0.000087 | Train Acc: 0.6652 | Val F1: 0.6216 | Val Acc: 0.6674
Epoch 17/70 | LR: 0.000092 | Train Acc: 0.7152 | Val F1: 0.6456 | Val Acc: 0.6652
Epoch 18/70 | LR: 0.000095 | Train Acc: 0.6911 | Val F1: 0.5629 | Val Acc: 0.6027
Epoch 19/70 | LR: 0.000098 | Train Acc: 0.6930 | Val F1: 0.6448 | Val Acc: 0.7031
Epoch 20/70 | LR: 0.000099 | Train Acc: 0.7269 | Val F1: 0.6595 | Val Acc: 0.7165
Epoch 21/70 | LR: 0.000100 | Train Acc: 0.7301 | Val F1: 0.6351 | Val Acc: 0.7009
Epoch 22/70 | LR: 0.000100 | Train Acc: 0.7261 | Val F1: 0.6515 | Val Acc: 0.7054
Epoch 23/70 | LR: 0.000100 | Train Acc: 0.7298 | Val F1: 0.5812 | Val Acc: 0.6205
Epoch 24/70 | LR: 0.000099 | Train Acc: 0.7356 | Val F1: 0.6123 | Val Acc: 0.6875
Epoch 25/70 | LR: 0.000098 | Train Acc: 0.7341 | Val F1: 0.6299 | Val Acc: 0.6674
Epoch 26/70 | LR: 0.000097 | Train Acc: 0.7200 | Val F1: 0.6619 | Val Acc: 0.7054
Epoch 27/70 | LR: 0.000096 | Train Acc: 0.7845 | Val F1: 0.6676 | Val Acc: 0.7254
Epoch 28/70 | LR: 0.000095 | Train Acc: 0.7745 | Val F1: 0.6716 | Val Acc: 0.7009
Epoch 29/70 | LR: 0.000094 | Train Acc: 0.7965 | Val F1: 0.6356 | Val Acc: 0.6942
Epoch 30/70 | LR: 0.000092 | Train Acc: 0.7628 | Val F1: 0.6360 | Val Acc: 0.6786
Epoch 31/70 | LR: 0.000090 | Train Acc: 0.7901 | Val F1: 0.6426 | Val Acc: 0.7098
Epoch 32/70 | LR: 0.000088 | Train Acc: 0.8004 | Val F1: 0.6470 | Val Acc: 0.6987
