Epoch 1/50 | LR: 0.000005 | Train Acc: 0.1187 | Val F1: 0.0365 | Val Acc: 0.1964
Epoch 2/50 | LR: 0.000008 | Train Acc: 0.1226 | Val F1: 0.0607 | Val Acc: 0.2098
Epoch 3/50 | LR: 0.000013 | Train Acc: 0.1462 | Val F1: 0.0303 | Val Acc: 0.0714
Epoch 4/50 | LR: 0.000020 | Train Acc: 0.1715 | Val F1: 0.0822 | Val Acc: 0.2121
Epoch 5/50 | LR: 0.000028 | Train Acc: 0.2163 | Val F1: 0.0646 | Val Acc: 0.0893
Epoch 6/50 | LR: 0.000037 | Train Acc: 0.2795 | Val F1: 0.1585 | Val Acc: 0.1830
Epoch 7/50 | LR: 0.000047 | Train Acc: 0.3415 | Val F1: 0.2630 | Val Acc: 0.2902
Epoch 8/50 | LR: 0.000057 | Train Acc: 0.3863 | Val F1: 0.3942 | Val Acc: 0.4375
Epoch 9/50 | LR: 0.000067 | Train Acc: 0.4542 | Val F1: 0.3629 | Val Acc: 0.4464
Epoch 10/50 | LR: 0.000076 | Train Acc: 0.5012 | Val F1: 0.4308 | Val Acc: 0.3996
Epoch 11/50 | LR: 0.000084 | Train Acc: 0.5789 | Val F1: 0.4788 | Val Acc: 0.4732
Epoch 12/50 | LR: 0.000091 | Train Acc: 0.5677 | Val F1: 0.5196 | Val Acc: 0.5201
Epoch 13/50 | LR: 0.000096 | Train Acc: 0.6285 | Val F1: 0.5284 | Val Acc: 0.6071
Epoch 14/50 | LR: 0.000099 | Train Acc: 0.6577 | Val F1: 0.5392 | Val Acc: 0.5558
Epoch 15/50 | LR: 0.000100 | Train Acc: 0.6179 | Val F1: 0.5550 | Val Acc: 0.5469
Epoch 16/50 | LR: 0.000100 | Train Acc: 0.6908 | Val F1: 0.5736 | Val Acc: 0.6004
Epoch 17/50 | LR: 0.000099 | Train Acc: 0.6913 | Val F1: 0.5894 | Val Acc: 0.6451
Epoch 18/50 | LR: 0.000098 | Train Acc: 0.7435 | Val F1: 0.5913 | Val Acc: 0.6429
Epoch 19/50 | LR: 0.000097 | Train Acc: 0.7292 | Val F1: 0.6054 | Val Acc: 0.6629
