epoch,lr,train_loss,train_acc,val_loss,val_acc,val_f1,val_recall,actinic keratosis_F1,basal cell carcinoma_F1,dermatofibroma_F1,melanoma_F1,nevus_F1,pigmented benign keratosis_F1,seborrheic keratosis_F1,squamous cell carcinoma_F1,vascular lesion_F1
1,5.051407874699608e-06,2.700756004878453,0.11867760593567661,2.4239772047315324,0.19642857142857142,0.03648424543946932,0.1111111111111111,0.0,0.0,0.0,0.3283582089552239,0.0,0.0,0.0,0.0,0.0
2,8.159570727174194e-06,2.624237094606672,0.12256380448056492,2.433696814945766,0.20982142857142858,0.06074676898387445,0.15436978480456742,0.15873015873015872,0.0,0.0,0.38799076212471134,0.0,0.0,0.0,0.0,0.0
3,1.3188324103301281e-05,2.5280429465430125,0.1461535640963624,2.565335290772574,0.07142857142857142,0.030253342981122637,0.1829307568438003,0.12462908011869436,0.0,0.0,0.0,0.0,0.0,0.1476510067114094,0.0,0.0
4,1.99173650489316e-05,2.374463990330696,0.171454885097804,2.1039310012544905,0.21205357142857142,0.08222928351073373,0.19845191040843216,0.13924050632911392,0.0,0.0,0.6008230452674898,0.0,0.0,0.0,0.0,0.0
5,2.805190328742299e-05,2.2531546460730687,0.21629284294805734,2.571420431137085,0.08928571428571429,0.06455151133240437,0.21553945249597423,0.12535612535612536,0.0,0.0,0.0,0.0,0.0,0.205607476635514,0.0,0.25
6,3.7235575587067326e-05,2.1747070274182727,0.27954632073790586,2.0320940358298167,0.18303571428571427,0.15852530303748286,0.3370702869749399,0.1941747572815534,0.0,0.07407407407407407,0.25757575757575757,0.0,0.0,0.20155038759689922,0.23333333333333334,0.46601941747572817
7,4.706605755726019e-05,1.9068334847688675,0.3414527489977932,1.6850428666387285,0.29017857142857145,0.26300749789048333,0.3518866791711013,0.2,0.0,0.25806451612903225,0.5248868778280543,0.027777777777777776,0.19047619047619047,0.10810810810810811,0.29411764705882354,0.7636363636363637
8,5.711268894152018e-05,1.7612857456718172,0.3862932030546272,1.5579672796385629,0.4375,0.39424072612570693,0.4589262681455867,0.291970802919708,0.4785276073619632,0.2777777777777778,0.6198830409356725,0.47368421052631576,0.2831858407079646,0.17647058823529413,0.28,0.6666666666666666
9,6.693534026686333e-05,1.6497448916946138,0.4541777270523148,1.554598101547786,0.44642857142857145,0.3628741574302844,0.46638289571950536,0.26666666666666666,0.6086956521739131,0.32098765432098764,0.6820276497695853,0.35555555555555557,0.17142857142857143,0.0,0.05405405405405406,0.8064516129032258
10,7.610369432687743e-05,1.552060098520347,0.5012427289548498,1.4366246547017778,0.39955357142857145,0.4308474603434335,0.5439112844759593,0.34545454545454546,0.509090909090909,0.4727272727272727,0.27450980392156865,0.40404040404040403,0.3508771929824561,0.24489795918367346,0.42857142857142855,0.847457627118644
11,8.421609780253188e-05,1.3797007128596306,0.5789308084714753,1.5341634835515703,0.4732142857142857,0.47884073219626355,0.5641681003589398,0.3111111111111111,0.5185185185185185,0.5306122448979592,0.3247863247863248,0.5691056910569106,0.5526315789473685,0.2647058823529412,0.4126984126984127,0.8253968253968254
12,9.09171571564499e-05,1.3855483893837248,0.5677467934050952,1.4115414534296309,0.5200892857142857,0.5196162498452188,0.6003463705840495,0.41935483870967744,0.72,0.5,0.272,0.5546218487394958,0.6143790849673203,0.25,0.4533333333333333,0.8928571428571429
13,9.591330794806738e-05,1.2351674852626664,0.6285090246791616,1.1365302332809992,0.6071428571428571,0.5284184751478499,0.564574089107553,0.40540540540540543,0.6050420168067226,0.47368421052631576,0.7047619047619048,0.5641025641025641,0.6746987951807228,0.0,0.48936170212765956,0.8387096774193549
14,9.898567549882212e-05,1.157169561300959,0.6576555977314961,1.4589518095765794,0.5558035714285714,0.5391866486115653,0.6391217145771834,0.46153846153846156,0.7570621468926554,0.5531914893617021,0.21568627450980393,0.5666666666666667,0.6538461538461539,0.2857142857142857,0.49230769230769234,0.8666666666666667
15,9.999993577179554e-05,1.3544474925313676,0.6178603297435392,1.333619705268315,0.546875,0.554995791469013,0.6225978478016159,0.4444444444444444,0.75,0.75,0.3561643835616438,0.4444444444444444,0.6282051282051282,0.25287356321839083,0.5301204819277109,0.8387096774193549
16,9.97914676335457e-05,1.0672447383403778,0.6907785129174382,1.133688794715064,0.6004464285714286,0.5735833954207731,0.6213416952640283,0.3783783783783784,0.8133333333333334,0.6956521739130435,0.5149700598802395,0.4423076923076923,0.7421383647798742,0.19230769230769232,0.5121951219512195,0.8709677419354839
17,9.918210948510181e-05,1.1200263372489385,0.6912569235583912,1.2743572550160545,0.6450892857142857,0.5893949284572911,0.6111404209391341,0.3333333333333333,0.8023255813953488,0.7441860465116279,0.6820809248554913,0.5789473684210527,0.6928104575163399,0.06451612903225806,0.5217391304347826,0.8846153846153846
18,9.817676751997835e-05,0.9136886426380703,0.7434738596879458,1.1376500257423945,0.6428571428571429,0.5913239407529142,0.6147596233447302,0.4186046511627907,0.8421052631578947,0.6842105263157895,0.6033519553072626,0.5142857142857142,0.7471264367816092,0.0,0.547945205479452,0.9642857142857143
19,9.6783536160547e-05,1.0344689823687077,0.7292372689175246,1.2471104519707816,0.6629464285714286,0.6053764207088257,0.6497985020519921,0.4146341463414634,0.6984126984126984,0.7058823529411765,0.7085714285714285,0.640625,0.7292817679558011,0.0,0.6176470588235294,0.9333333333333333
20,9.501363288650711e-05,1.0321204885840416,0.7222195220086776,1.0822130526815141,0.6495535714285714,0.5821734355470691,0.624725582739567,0.43243243243243246,0.8181818181818182,0.6956521739130435,0.6634146341463415,0.4489795918367347,0.7195121951219512,0.0,0.6129032258064516,0.8484848484848485
21,9.288130791833497e-05,1.000087672578437,0.7425894244698291,1.428191798073905,0.5647321428571429,0.5539003935481148,0.5783965374315784,0.3373493975903614,0.8170731707317073,0.5625,0.43636363636363634,0.576,0.556390977443609,0.19047619047619047,0.6410256410256411,0.8679245283018868
