Epoch 1/60 | LR: 0.000005 | Train Acc: 0.1250 | Val F1: 0.1033 | Val Acc: 0.1138
Epoch 2/60 | LR: 0.000007 | Train Acc: 0.1482 | Val F1: 0.1128 | Val Acc: 0.1205
Epoch 3/60 | LR: 0.000010 | Train Acc: 0.1720 | Val F1: 0.1229 | Val Acc: 0.1295
Epoch 4/60 | LR: 0.000015 | Train Acc: 0.2197 | Val F1: 0.1427 | Val Acc: 0.1451
Epoch 5/60 | LR: 0.000021 | Train Acc: 0.2781 | Val F1: 0.2000 | Val Acc: 0.2076
Epoch 6/60 | LR: 0.000028 | Train Acc: 0.3077 | Val F1: 0.2256 | Val Acc: 0.2366
Epoch 7/60 | LR: 0.000036 | Train Acc: 0.3454 | Val F1: 0.2450 | Val Acc: 0.2567
Epoch 8/60 | LR: 0.000044 | Train Acc: 0.3839 | Val F1: 0.2895 | Val Acc: 0.3080
Epoch 9/60 | LR: 0.000052 | Train Acc: 0.4354 | Val F1: 0.2952 | Val Acc: 0.3147
Epoch 10/60 | LR: 0.000060 | Train Acc: 0.4806 | Val F1: 0.3190 | Val Acc: 0.3460
Epoch 11/60 | LR: 0.000069 | Train Acc: 0.5190 | Val F1: 0.3745 | Val Acc: 0.3973
Epoch 12/60 | LR: 0.000076 | Train Acc: 0.5220 | Val F1: 0.4106 | Val Acc: 0.4308
Epoch 13/60 | LR: 0.000083 | Train Acc: 0.5293 | Val F1: 0.4373 | Val Acc: 0.4799
Epoch 14/60 | LR: 0.000089 | Train Acc: 0.5961 | Val F1: 0.4210 | Val Acc: 0.4554
Epoch 15/60 | LR: 0.000094 | Train Acc: 0.6419 | Val F1: 0.4943 | Val Acc: 0.5379
Epoch 16/60 | LR: 0.000097 | Train Acc: 0.6176 | Val F1: 0.4877 | Val Acc: 0.5290
Epoch 17/60 | LR: 0.000099 | Train Acc: 0.6522 | Val F1: 0.4955 | Val Acc: 0.5089
Epoch 18/60 | LR: 0.000100 | Train Acc: 0.6885 | Val F1: 0.5310 | Val Acc: 0.5513
Epoch 19/60 | LR: 0.000100 | Train Acc: 0.6901 | Val F1: 0.5452 | Val Acc: 0.5826
Epoch 20/60 | LR: 0.000099 | Train Acc: 0.7190 | Val F1: 0.5386 | Val Acc: 0.5647
Epoch 21/60 | LR: 0.000099 | Train Acc: 0.7089 | Val F1: 0.5593 | Val Acc: 0.5938
Epoch 22/60 | LR: 0.000098 | Train Acc: 0.7012 | Val F1: 0.5778 | Val Acc: 0.6228
Epoch 23/60 | LR: 0.000097 | Train Acc: 0.7341 | Val F1: 0.5538 | Val Acc: 0.5871
Epoch 24/60 | LR: 0.000095 | Train Acc: 0.7689 | Val F1: 0.5675 | Val Acc: 0.5871
Epoch 25/60 | LR: 0.000093 | Train Acc: 0.7745 | Val F1: 0.5553 | Val Acc: 0.6027
Epoch 26/60 | LR: 0.000091 | Train Acc: 0.7458 | Val F1: 0.5474 | Val Acc: 0.6027
Epoch 27/60 | LR: 0.000089 | Train Acc: 0.7377 | Val F1: 0.5831 | Val Acc: 0.6317
Epoch 28/60 | LR: 0.000087 | Train Acc: 0.7155 | Val F1: 0.5824 | Val Acc: 0.6205
Epoch 29/60 | LR: 0.000084 | Train Acc: 0.7421 | Val F1: 0.6001 | Val Acc: 0.6295
Epoch 30/60 | LR: 0.000081 | Train Acc: 0.7750 | Val F1: 0.6017 | Val Acc: 0.6384
Epoch 31/60 | LR: 0.000078 | Train Acc: 0.7808 | Val F1: 0.5705 | Val Acc: 0.6250
Epoch 32/60 | LR: 0.000075 | Train Acc: 0.7966 | Val F1: 0.5809 | Val Acc: 0.6339
Epoch 33/60 | LR: 0.000072 | Train Acc: 0.8114 | Val F1: 0.6043 | Val Acc: 0.6585
Epoch 34/60 | LR: 0.000068 | Train Acc: 0.7970 | Val F1: 0.6052 | Val Acc: 0.6496
Epoch 35/60 | LR: 0.000065 | Train Acc: 0.8016 | Val F1: 0.5905 | Val Acc: 0.6429
Epoch 36/60 | LR: 0.000061 | Train Acc: 0.8015 | Val F1: 0.6198 | Val Acc: 0.6696
Epoch 37/60 | LR: 0.000057 | Train Acc: 0.7946 | Val F1: 0.5944 | Val Acc: 0.6540
Epoch 38/60 | LR: 0.000054 | Train Acc: 0.7785 | Val F1: 0.5982 | Val Acc: 0.6562
Epoch 39/60 | LR: 0.000050 | Train Acc: 0.7718 | Val F1: 0.5842 | Val Acc: 0.6451
Epoch 40/60 | LR: 0.000046 | Train Acc: 0.7854 | Val F1: 0.5914 | Val Acc: 0.6339
Epoch 41/60 | LR: 0.000042 | Train Acc: 0.8199 | Val F1: 0.6057 | Val Acc: 0.6562
Epoch 42/60 | LR: 0.000039 | Train Acc: 0.8250 | Val F1: 0.6163 | Val Acc: 0.6674
Epoch 43/60 | LR: 0.000035 | Train Acc: 0.7911 | Val F1: 0.5932 | Val Acc: 0.6473
Epoch 44/60 | LR: 0.000032 | Train Acc: 0.8424 | Val F1: 0.5822 | Val Acc: 0.6496
Epoch 45/60 | LR: 0.000028 | Train Acc: 0.8409 | Val F1: 0.6225 | Val Acc: 0.6853
Epoch 46/60 | LR: 0.000025 | Train Acc: 0.8474 | Val F1: 0.6060 | Val Acc: 0.6719
Epoch 47/60 | LR: 0.000022 | Train Acc: 0.8641 | Val F1: 0.6134 | Val Acc: 0.6719
Epoch 48/60 | LR: 0.000019 | Train Acc: 0.8123 | Val F1: 0.6000 | Val Acc: 0.6629
Epoch 49/60 | LR: 0.000016 | Train Acc: 0.8302 | Val F1: 0.5998 | Val Acc: 0.6719
Epoch 50/60 | LR: 0.000013 | Train Acc: 0.8584 | Val F1: 0.6070 | Val Acc: 0.6629
Epoch 51/60 | LR: 0.000011 | Train Acc: 0.8217 | Val F1: 0.6071 | Val Acc: 0.6652
Epoch 52/60 | LR: 0.000009 | Train Acc: 0.8584 | Val F1: 0.6001 | Val Acc: 0.6674
Epoch 53/60 | LR: 0.000007 | Train Acc: 0.8265 | Val F1: 0.5987 | Val Acc: 0.6629
Epoch 54/60 | LR: 0.000005 | Train Acc: 0.8348 | Val F1: 0.5979 | Val Acc: 0.6607
Epoch 55/60 | LR: 0.000003 | Train Acc: 0.8216 | Val F1: 0.6034 | Val Acc: 0.6696
Epoch 56/60 | LR: 0.000002 | Train Acc: 0.8459 | Val F1: 0.5935 | Val Acc: 0.6629
Epoch 57/60 | LR: 0.000001 | Train Acc: 0.8436 | Val F1: 0.6092 | Val Acc: 0.6719
