Epoch 1/70 | LR: 0.000002 | Train Acc: 0.1166 | Val F1: 0.0831 | Val Acc: 0.0982
Epoch 2/70 | LR: 0.000003 | Train Acc: 0.1410 | Val F1: 0.0706 | Val Acc: 0.1094
Epoch 3/70 | LR: 0.000004 | Train Acc: 0.1641 | Val F1: 0.1495 | Val Acc: 0.2299
Epoch 4/70 | LR: 0.000006 | Train Acc: 0.2297 | Val F1: 0.2008 | Val Acc: 0.2969
Epoch 5/70 | LR: 0.000008 | Train Acc: 0.3252 | Val F1: 0.2535 | Val Acc: 0.3326
Epoch 6/70 | LR: 0.000011 | Train Acc: 0.3846 | Val F1: 0.3083 | Val Acc: 0.3839
Epoch 7/70 | LR: 0.000014 | Train Acc: 0.4005 | Val F1: 0.3675 | Val Acc: 0.3996
Epoch 8/70 | LR: 0.000017 | Train Acc: 0.4586 | Val F1: 0.3274 | Val Acc: 0.3125
Epoch 9/70 | LR: 0.000021 | Train Acc: 0.4696 | Val F1: 0.4085 | Val Acc: 0.4643
Epoch 10/70 | LR: 0.000024 | Train Acc: 0.4877 | Val F1: 0.4845 | Val Acc: 0.5290
Epoch 11/70 | LR: 0.000028 | Train Acc: 0.4952 | Val F1: 0.4374 | Val Acc: 0.4665
Epoch 12/70 | LR: 0.000031 | Train Acc: 0.5305 | Val F1: 0.4755 | Val Acc: 0.5179
Epoch 13/70 | LR: 0.000035 | Train Acc: 0.5284 | Val F1: 0.5216 | Val Acc: 0.5357
Epoch 14/70 | LR: 0.000038 | Train Acc: 0.5536 | Val F1: 0.4706 | Val Acc: 0.4665
Epoch 15/70 | LR: 0.000041 | Train Acc: 0.5488 | Val F1: 0.4943 | Val Acc: 0.5201
Epoch 16/70 | LR: 0.000044 | Train Acc: 0.5827 | Val F1: 0.5519 | Val Acc: 0.6183
Epoch 17/70 | LR: 0.000046 | Train Acc: 0.5867 | Val F1: 0.5137 | Val Acc: 0.5603
Epoch 18/70 | LR: 0.000048 | Train Acc: 0.5869 | Val F1: 0.5551 | Val Acc: 0.6049
Epoch 19/70 | LR: 0.000049 | Train Acc: 0.5932 | Val F1: 0.5131 | Val Acc: 0.5223
Epoch 20/70 | LR: 0.000050 | Train Acc: 0.6424 | Val F1: 0.5477 | Val Acc: 0.5982
Epoch 21/70 | LR: 0.000050 | Train Acc: 0.6606 | Val F1: 0.5681 | Val Acc: 0.5893
Epoch 22/70 | LR: 0.000050 | Train Acc: 0.6359 | Val F1: 0.5464 | Val Acc: 0.6272
