Epoch 1/50 | LR: 0.000005 | Train Acc: 0.1165 | Val F1: 0.0320 | Val Acc: 0.0759
Epoch 2/50 | LR: 0.000008 | Train Acc: 0.1247 | Val F1: 0.0448 | Val Acc: 0.0781
Epoch 3/50 | LR: 0.000013 | Train Acc: 0.1434 | Val F1: 0.0688 | Val Acc: 0.1317
Epoch 4/50 | LR: 0.000020 | Train Acc: 0.1695 | Val F1: 0.0833 | Val Acc: 0.1250
Epoch 5/50 | LR: 0.000028 | Train Acc: 0.2339 | Val F1: 0.1695 | Val Acc: 0.1875
Epoch 6/50 | LR: 0.000037 | Train Acc: 0.2930 | Val F1: 0.3313 | Val Acc: 0.3259
Epoch 7/50 | LR: 0.000047 | Train Acc: 0.3682 | Val F1: 0.4130 | Val Acc: 0.4397
Epoch 8/50 | LR: 0.000057 | Train Acc: 0.4312 | Val F1: 0.4071 | Val Acc: 0.3929
Epoch 9/50 | LR: 0.000067 | Train Acc: 0.4658 | Val F1: 0.4749 | Val Acc: 0.5112
Epoch 10/50 | LR: 0.000076 | Train Acc: 0.4954 | Val F1: 0.5553 | Val Acc: 0.6027
Epoch 11/50 | LR: 0.000084 | Train Acc: 0.5787 | Val F1: 0.5544 | Val Acc: 0.5670
Epoch 12/50 | LR: 0.000091 | Train Acc: 0.5944 | Val F1: 0.5442 | Val Acc: 0.6138
Epoch 13/50 | LR: 0.000096 | Train Acc: 0.6618 | Val F1: 0.5436 | Val Acc: 0.5692
Epoch 14/50 | LR: 0.000099 | Train Acc: 0.6448 | Val F1: 0.6055 | Val Acc: 0.6183
Epoch 15/50 | LR: 0.000100 | Train Acc: 0.6652 | Val F1: 0.5809 | Val Acc: 0.5781
Epoch 16/50 | LR: 0.000100 | Train Acc: 0.7170 | Val F1: 0.5997 | Val Acc: 0.6071
Epoch 17/50 | LR: 0.000099 | Train Acc: 0.7099 | Val F1: 0.6288 | Val Acc: 0.6652
Epoch 18/50 | LR: 0.000098 | Train Acc: 0.7173 | Val F1: 0.6294 | Val Acc: 0.6629
Epoch 19/50 | LR: 0.000097 | Train Acc: 0.7672 | Val F1: 0.6402 | Val Acc: 0.6719
Epoch 20/50 | LR: 0.000095 | Train Acc: 0.7828 | Val F1: 0.6479 | Val Acc: 0.6875
Epoch 21/50 | LR: 0.000093 | Train Acc: 0.7722 | Val F1: 0.6547 | Val Acc: 0.6853
Epoch 22/50 | LR: 0.000090 | Train Acc: 0.7530 | Val F1: 0.6294 | Val Acc: 0.6652
Epoch 23/50 | LR: 0.000088 | Train Acc: 0.7578 | Val F1: 0.6357 | Val Acc: 0.6674
Epoch 24/50 | LR: 0.000084 | Train Acc: 0.7579 | Val F1: 0.6449 | Val Acc: 0.6696
Epoch 25/50 | LR: 0.000081 | Train Acc: 0.7905 | Val F1: 0.6440 | Val Acc: 0.6652
Epoch 26/50 | LR: 0.000077 | Train Acc: 0.8475 | Val F1: 0.6481 | Val Acc: 0.6763
