Epoch 1/50 | LR: 0.000005 | Train Acc: 0.1084 | Val F1: 0.0339 | Val Acc: 0.0960
Epoch 2/50 | LR: 0.000008 | Train Acc: 0.1080 | Val F1: 0.0311 | Val Acc: 0.0781
Epoch 3/50 | LR: 0.000013 | Train Acc: 0.1238 | Val F1: 0.0652 | Val Acc: 0.1027
Epoch 4/50 | LR: 0.000020 | Train Acc: 0.1566 | Val F1: 0.1171 | Val Acc: 0.1406
Epoch 5/50 | LR: 0.000028 | Train Acc: 0.2460 | Val F1: 0.2773 | Val Acc: 0.3170
Epoch 6/50 | LR: 0.000037 | Train Acc: 0.3043 | Val F1: 0.3089 | Val Acc: 0.3147
Epoch 7/50 | LR: 0.000047 | Train Acc: 0.3750 | Val F1: 0.4186 | Val Acc: 0.4442
Epoch 8/50 | LR: 0.000057 | Train Acc: 0.4056 | Val F1: 0.4974 | Val Acc: 0.5112
Epoch 9/50 | LR: 0.000067 | Train Acc: 0.4835 | Val F1: 0.4641 | Val Acc: 0.4710
Epoch 10/50 | LR: 0.000076 | Train Acc: 0.5383 | Val F1: 0.5228 | Val Acc: 0.5536
Epoch 11/50 | LR: 0.000084 | Train Acc: 0.6051 | Val F1: 0.5083 | Val Acc: 0.4888
Epoch 12/50 | LR: 0.000091 | Train Acc: 0.5860 | Val F1: 0.5527 | Val Acc: 0.5737
Epoch 13/50 | LR: 0.000096 | Train Acc: 0.6473 | Val F1: 0.5924 | Val Acc: 0.6295
Epoch 14/50 | LR: 0.000099 | Train Acc: 0.6837 | Val F1: 0.5801 | Val Acc: 0.6004
Epoch 15/50 | LR: 0.000100 | Train Acc: 0.6493 | Val F1: 0.5937 | Val Acc: 0.6071
Epoch 16/50 | LR: 0.000100 | Train Acc: 0.7378 | Val F1: 0.5907 | Val Acc: 0.6094
Epoch 17/50 | LR: 0.000099 | Train Acc: 0.7293 | Val F1: 0.5680 | Val Acc: 0.6116
Epoch 18/50 | LR: 0.000098 | Train Acc: 0.7798 | Val F1: 0.5974 | Val Acc: 0.6406
Epoch 19/50 | LR: 0.000097 | Train Acc: 0.7521 | Val F1: 0.6380 | Val Acc: 0.6808
Epoch 20/50 | LR: 0.000095 | Train Acc: 0.7446 | Val F1: 0.6416 | Val Acc: 0.6964
Epoch 21/50 | LR: 0.000093 | Train Acc: 0.7550 | Val F1: 0.6129 | Val Acc: 0.6473
Epoch 22/50 | LR: 0.000090 | Train Acc: 0.7778 | Val F1: 0.6482 | Val Acc: 0.6763
Epoch 23/50 | LR: 0.000088 | Train Acc: 0.7469 | Val F1: 0.6383 | Val Acc: 0.6607
Epoch 24/50 | LR: 0.000084 | Train Acc: 0.8056 | Val F1: 0.6207 | Val Acc: 0.6786
Epoch 25/50 | LR: 0.000081 | Train Acc: 0.8341 | Val F1: 0.6396 | Val Acc: 0.6763
Epoch 26/50 | LR: 0.000077 | Train Acc: 0.8357 | Val F1: 0.6457 | Val Acc: 0.6719
Epoch 27/50 | LR: 0.000074 | Train Acc: 0.8013 | Val F1: 0.6462 | Val Acc: 0.7031
Epoch 28/50 | LR: 0.000070 | Train Acc: 0.7802 | Val F1: 0.6147 | Val Acc: 0.6652
Epoch 29/50 | LR: 0.000065 | Train Acc: 0.8535 | Val F1: 0.6649 | Val Acc: 0.7121
Epoch 30/50 | LR: 0.000061 | Train Acc: 0.8041 | Val F1: 0.6492 | Val Acc: 0.6942
Epoch 31/50 | LR: 0.000057 | Train Acc: 0.7946 | Val F1: 0.6524 | Val Acc: 0.7009
Epoch 32/50 | LR: 0.000052 | Train Acc: 0.8302 | Val F1: 0.6816 | Val Acc: 0.7321
Epoch 33/50 | LR: 0.000048 | Train Acc: 0.8297 | Val F1: 0.6402 | Val Acc: 0.6830
Epoch 34/50 | LR: 0.000043 | Train Acc: 0.7647 | Val F1: 0.6285 | Val Acc: 0.6719
Epoch 35/50 | LR: 0.000039 | Train Acc: 0.8579 | Val F1: 0.6687 | Val Acc: 0.7143
Epoch 36/50 | LR: 0.000034 | Train Acc: 0.8559 | Val F1: 0.6536 | Val Acc: 0.7121
Epoch 37/50 | LR: 0.000030 | Train Acc: 0.8705 | Val F1: 0.6734 | Val Acc: 0.7254
Epoch 38/50 | LR: 0.000026 | Train Acc: 0.8460 | Val F1: 0.6515 | Val Acc: 0.7143
Epoch 39/50 | LR: 0.000022 | Train Acc: 0.8554 | Val F1: 0.6696 | Val Acc: 0.7254
Epoch 40/50 | LR: 0.000019 | Train Acc: 0.8608 | Val F1: 0.6616 | Val Acc: 0.7210
Epoch 41/50 | LR: 0.000015 | Train Acc: 0.8613 | Val F1: 0.6565 | Val Acc: 0.7210
Epoch 42/50 | LR: 0.000012 | Train Acc: 0.8331 | Val F1: 0.6543 | Val Acc: 0.7143
Epoch 43/50 | LR: 0.000010 | Train Acc: 0.8398 | Val F1: 0.6506 | Val Acc: 0.7143
Epoch 44/50 | LR: 0.000007 | Train Acc: 0.8249 | Val F1: 0.6430 | Val Acc: 0.7054
